date,symbol,shares
2026-02-06,300751,400
2026-02-06,002273,2100
2026-02-09,300548,100
2026-02-09,600105,200
2026-02-09,002371,100
2026-02-09,688048,200
2026-02-09,300751,400
2026-02-09,002273,2100
2026-02-09,002916,100
2026-02-10,300548,100
2026-02-10,600105,200
2026-02-10,002371,100
2026-02-10,688048,200
2026-02-10,300751,400
2026-02-10,002273,2100
2026-02-10,002916,100
2026-02-10,688469,100
2026-02-10,000021,500
2026-02-10,300395,100
2026-02-11,300548,100
2026-02-11,600105,200
2026-02-11,002371,100
2026-02-11,688048,200
2026-02-11,300751,400
2026-02-11,002273,2100
2026-02-11,000021,500
2026-02-11,300395,100
2026-02-12,300548,100
2026-02-12,600105,200
2026-02-12,002371,100
2026-02-12,688048,200
2026-02-12,300751,400
2026-02-12,002273,2100
2026-02-12,000021,500
2026-02-12,300395,100
2026-02-13,300548,100
2026-02-13,600105,200
2026-02-13,002371,100
2026-02-13,688048,200
2026-02-13,300751,400
2026-02-13,002273,2100
2026-02-13,000021,500
2026-02-13,300395,100
2026-02-13,002131,100
2026-02-24,300548,100
2026-02-24,600105,200
2026-02-24,002371,100
2026-02-24,688048,200
2026-02-24,300751,400
2026-02-24,002273,2100
2026-02-24,000021,500
2026-02-24,300395,100
2026-02-24,002131,100
2026-02-25,300548,100
2026-02-25,600105,200
2026-02-25,002371,100
2026-02-25,688048,200
2026-02-25,300751,400
2026-02-25,002273,2100
2026-02-25,000021,500
2026-02-25,300395,100
2026-02-25,002131,100
2026-02-26,300548,100
2026-02-26,600105,200
2026-02-26,002371,100
2026-02-26,688048,200
2026-02-26,300751,400
2026-02-26,002273,2100
2026-02-26,000021,500
2026-02-26,300395,100
2026-02-26,002131,100
2026-03-05,300548,100
2026-03-05,600105,200
2026-03-05,688048,200
2026-03-05,300751,400
2026-03-05,002273,2100
2026-03-05,000021,500
2026-03-05,300395,100
2026-03-06,300548,100
2026-03-06,600105,200
2026-03-06,688048,200
2026-03-06,300751,400
2026-03-06,002273,2100
2026-03-06,000021,500
2026-03-06,300395,100
2026-03-06,688110,200
2026-03-09,300548,100
2026-03-09,600105,200
2026-03-09,688048,200
2026-03-09,300751,400
2026-03-09,002273,2100
2026-03-09,000021,500
2026-03-09,300395,100
2026-03-09,688110,200
2026-03-10,300548,100
2026-03-10,600105,200
2026-03-10,688048,200
2026-03-10,300751,400
2026-03-10,002273,2100
2026-03-10,000021,500
2026-03-10,300395,100
2026-03-10,688110,200
2026-03-10,002812,200
2026-03-11,300548,100
2026-03-11,600105,200
2026-03-11,688048,200
2026-03-11,300751,400
2026-03-11,002273,2100
2026-03-11,000021,500
2026-03-11,300395,100
2026-03-11,688110,200
2026-03-11,002812,200
2026-03-16,300548,100
2026-03-16,600105,200
2026-03-16,688048,200
2026-03-16,300751,400
2026-03-16,002273,2100
2026-03-16,000021,500
2026-03-16,300395,100
2026-03-16,688110,200
2026-03-16,002812,200
2026-03-17,300548,100
2026-03-17,600105,200
2026-03-17,688048,200
2026-03-17,300751,400
2026-03-17,000021,500
2026-03-17,300395,100
2026-03-17,002812,200
2026-03-17,688047,300
2026-03-18,300548,100
2026-03-18,600105,200
2026-03-18,688048,200
2026-03-18,300751,400
2026-03-18,000021,500
2026-03-18,300395,100
2026-03-18,002812,200
2026-03-19,300548,100
2026-03-19,600105,200
2026-03-19,688048,200
2026-03-19,300751,400
2026-03-19,000021,500
2026-03-19,300395,100
2026-03-19,300442,700
2026-03-25,300548,100
2026-03-25,600105,200
2026-03-25,688048,200
2026-03-25,300751,400
2026-03-25,000021,500
2026-03-25,300395,100
2026-03-25,300442,700
2026-03-26,300548,100
2026-03-26,600105,200
2026-03-26,688048,200
2026-03-26,300751,400
2026-03-26,002281,900
2026-03-26,003031,300
2026-03-26,601117,1300
2026-03-30,300548,100
2026-03-30,600105,200
2026-03-30,688048,200
2026-03-30,300751,400
2026-03-30,002281,900
2026-03-31,300548,100
2026-03-31,600105,200
2026-03-31,688048,200
2026-03-31,300751,400
2026-03-31,300677,1300
2026-04-01,300548,100
2026-04-01,600105,200
2026-04-01,688048,200
2026-04-01,300751,400
2026-04-02,300548,100
2026-04-02,600105,200
2026-04-02,688048,200
2026-04-02,300751,400
2026-04-02,600875,2000
2026-04-07,300548,100
2026-04-07,600105,200
2026-04-07,688048,200
2026-04-07,300751,400
2026-04-08,300548,100
2026-04-08,600105,200
2026-04-08,688048,200
2026-04-08,300751,400
2026-04-08,300661,600
2026-04-09,300548,100
2026-04-09,600105,200
2026-04-09,688048,200
2026-04-09,300751,400
2026-04-09,300661,600
2026-04-09,000547,1500
2026-04-09,601126,300
2026-04-09,603806,300
2026-04-09,688072,100
2026-04-10,300548,100
2026-04-10,600105,200
2026-04-10,688048,200
2026-04-10,300751,400
2026-04-10,300661,600
2026-04-10,688072,100
2026-04-13,300548,100
2026-04-13,600105,200
2026-04-13,688048,200
2026-04-13,300751,400
2026-04-13,300661,600
2026-04-13,688072,100
2026-04-13,603026,200
2026-04-14,300548,100
2026-04-14,600105,200
2026-04-14,688048,200
2026-04-14,300751,400
2026-04-14,300661,600
2026-04-14,688072,100
2026-04-14,603026,200
2026-04-15,300548,100
2026-04-15,600105,200
2026-04-15,688048,200
2026-04-15,300751,400
2026-04-15,300661,600
2026-04-15,688072,100
2026-04-15,603026,200
2026-04-16,300548,100
2026-04-16,600105,200
2026-04-16,688048,200
2026-04-16,300751,400
2026-04-16,300661,600
2026-04-16,688072,100
2026-04-16,603026,200
2026-04-22,300548,100
2026-04-22,600105,200
2026-04-22,688048,200
2026-04-22,300751,400
2026-04-22,300661,600
2026-04-22,688072,100
2026-04-22,603026,200
2026-04-23,300548,100
2026-04-23,600105,200
2026-04-23,688048,200
2026-04-23,300751,400
2026-04-23,300661,600
2026-04-23,688072,100
2026-04-23,603026,200
2026-04-24,300548,100
2026-04-24,600105,200
2026-04-24,688048,200
2026-04-24,300751,400
2026-04-24,300661,600
2026-04-24,688072,100
2026-04-24,603026,200
2026-04-27,300548,100
2026-04-27,600105,200
2026-04-27,688048,200
2026-04-27,300751,400
2026-04-27,300661,600
2026-04-27,688072,100
2026-04-27,603026,200
2026-04-27,000973,200
2026-04-28,300548,100
2026-04-28,600105,200
2026-04-28,688048,200
2026-04-28,300751,400
2026-04-28,300661,600
2026-04-28,688072,100
2026-04-28,603026,200
2026-04-28,000973,200
2026-04-29,300548,100
2026-04-29,600105,200
2026-04-29,688048,200
2026-04-29,300751,400
2026-04-29,300661,600
2026-04-29,688072,100
2026-04-29,603026,200
2026-04-29,000973,200
2026-04-30,300548,100
2026-04-30,600105,200
2026-04-30,688048,200
2026-04-30,300751,400
2026-04-30,300661,600
2026-04-30,688072,100
2026-04-30,603026,200
2026-04-30,000973,200
2026-04-30,600392,100
2026-05-06,300548,100
2026-05-06,600105,200
2026-05-06,688048,200
2026-05-06,300751,400
2026-05-06,300661,600
2026-05-06,688072,100
2026-05-06,603026,200
2026-05-06,000973,200
2026-05-06,600392,100
2026-05-07,300548,100
2026-05-07,600105,200
2026-05-07,688048,200
2026-05-07,300751,400
2026-05-07,300661,600
2026-05-07,688072,100
2026-05-07,603026,200
2026-05-07,000973,200
2026-05-07,600392,100
