date,code,shares,buy_price,buy_date,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,weight
2026-01-23,002202,400,27.69,2026-01-23,29.58,11832.0,752.68,6.79,3.51
2026-01-23,002240,400,37.49,2026-01-22,41.87,16748.0,1747.5,11.65,4.5
2026-01-23,600765,500,20.38,2026-01-20,20.55,10275.0,81.94,0.8,1.8899999999999997
2026-01-23,600862,200,26.6,2026-01-23,26.24,5248.0,-73.6,-1.38,3.51
2026-01-23,601106,500,5.78,2026-01-23,5.87,2935.0,44.13,1.53,7.02
2026-01-23,601126,200,31.8,2026-01-08,37.89,7578.0,1216.09,19.12,2.6999999999999997
2026-01-23,601992,700,2.1,2026-01-23,2.13,1491.0,20.56,1.4,7.02
2026-01-26,000156,2000,8.76,2026-01-26,8.59,17180.0,-345.26,-1.97,3.276
2026-01-26,000547,300,28.42,2026-01-26,26.48,7944.0,-584.56,-6.85,5.8500000000000005
2026-01-26,000657,900,30.0,2026-01-07,49.47,44523.0,17514.9,64.85,2.34
2026-01-26,002202,400,27.69,2026-01-23,28.4,11360.0,280.68,2.53,3.51
2026-01-26,002240,400,37.49,2026-01-22,40.1,16040.0,1039.5,6.93,4.5
2026-01-26,601106,500,5.78,2026-01-23,5.65,2825.0,-65.87,-2.28,7.02
2026-01-26,601126,200,31.8,2026-01-08,37.6,7520.0,1158.09,18.2,2.6999999999999997
2026-01-26,601698,100,40.0,2026-01-26,38.23,3823.0,-178.2,-4.45,3.9000000000000004
2026-01-26,601992,700,2.1,2026-01-23,2.06,1442.0,-28.44,-1.93,7.02
2026-01-27,000657,900,30.0,2026-01-07,50.49,45441.0,18432.9,68.25,2.34
2026-01-27,002202,400,27.69,2026-01-23,28.59,11436.0,356.68,3.22,3.51
2026-01-27,002240,400,37.49,2026-01-22,39.43,15772.0,771.5,5.14,4.5
2026-01-27,601126,200,31.8,2026-01-08,38.08,7616.0,1254.09,19.71,2.6999999999999997
2026-01-27,601336,200,79.3,2026-01-27,81.93,16386.0,521.24,3.29,2.6999999999999997
2026-01-27,601872,1000,11.22,2026-01-27,11.24,11240.0,16.63,0.15,2.25
2026-01-28,000657,900,30.0,2026-01-07,52.28,47052.0,20043.9,74.21,2.34
2026-01-28,002202,400,27.69,2026-01-23,27.71,11084.0,4.68,0.04,3.51
2026-01-28,002222,100,70.3,2026-01-28,71.3,7130.0,97.89,1.39,1.3649999999999998
2026-01-28,002240,400,37.49,2026-01-22,39.1,15640.0,639.5,4.26,4.5
2026-01-28,002384,100,76.99,2026-01-28,74.83,7483.0,-218.31,-2.83,3.51
2026-01-28,600733,1700,8.36,2026-01-28,8.24,14008.0,-208.26,-1.46,2.25
2026-01-28,601126,200,31.8,2026-01-08,38.8,7760.0,1398.09,21.98,2.6999999999999997
2026-01-28,601336,200,79.3,2026-01-27,82.69,16538.0,673.24,4.24,2.6999999999999997
2026-01-28,601872,1000,11.22,2026-01-27,11.17,11170.0,-53.37,-0.48,2.25
2026-01-29,000657,900,30.0,2026-01-07,49.37,44433.0,17424.9,64.52,2.34
2026-01-29,002222,100,70.3,2026-01-28,66.88,6688.0,-344.11,-4.89,1.3649999999999998
2026-01-29,002240,400,37.49,2026-01-22,37.8,15120.0,119.5,0.8,4.5
2026-01-29,600733,1700,8.36,2026-01-28,8.1,13770.0,-446.26,-3.14,2.25
2026-01-29,601126,200,31.8,2026-01-08,37.87,7574.0,1212.09,19.05,2.6999999999999997
