date,code,shares,buy_price,buy_date,current_price,market_value,unrealized_pnl,unrealized_pnl_pct,weight
2026-01-19,601126,200,31.8,2026-01-08,39.16,7832.0,1470.09,23.11,2.6999999999999997
2026-01-19,601869,100,124.79,2026-01-19,117.83,11783.0,-699.74,-5.61,2.457
2026-01-20,000559,900,19.43,2026-01-19,19.46,17514.0,21.75,0.12,2.5199999999999996
2026-01-20,000657,900,30.0,2026-01-07,37.89,34101.0,7092.9,26.26,2.34
2026-01-20,600029,1700,7.8,2026-01-20,8.13,13821.0,557.02,4.2,2.25
2026-01-20,600372,900,15.96,2026-01-20,15.7,14130.0,-238.31,-1.66,7.02
2026-01-20,600765,500,20.38,2026-01-20,19.75,9875.0,-318.06,-3.12,1.8899999999999997
2026-01-20,600862,100,26.0,2026-01-20,25.33,2533.0,-67.78,-2.61,3.51
2026-01-20,601126,200,31.8,2026-01-08,39.83,7966.0,1604.09,25.21,2.6999999999999997
2026-01-20,601869,100,124.79,2026-01-19,118.4,11840.0,-642.74,-5.15,2.457
2026-01-20,601888,100,94.9,2026-01-20,96.09,9609.0,116.15,1.22,2.9250000000000003
2026-01-21,000559,900,19.43,2026-01-19,20.06,18054.0,561.75,3.21,2.5199999999999996
2026-01-21,000657,900,30.0,2026-01-07,41.68,37512.0,10503.9,38.89,2.34
2026-01-21,600029,1700,7.8,2026-01-20,8.01,13617.0,353.02,2.66,2.25
2026-01-21,600765,500,20.38,2026-01-20,19.49,9745.0,-448.06,-4.4,1.8899999999999997
2026-01-21,601126,200,31.8,2026-01-08,38.85,7770.0,1408.09,22.13,2.6999999999999997
2026-01-21,601888,100,94.9,2026-01-20,95.09,9509.0,16.15,0.17,2.9250000000000003
2026-01-22,000559,900,19.43,2026-01-19,19.68,17712.0,219.75,1.26,2.5199999999999996
2026-01-22,000657,900,30.0,2026-01-07,42.51,38259.0,11250.9,41.66,2.34
2026-01-22,002240,400,37.49,2026-01-22,39.13,15652.0,651.5,4.34,4.5
2026-01-22,600029,1700,7.8,2026-01-20,7.88,13396.0,132.02,1.0,2.25
2026-01-22,600765,500,20.38,2026-01-20,20.49,10245.0,51.94,0.51,1.8899999999999997
2026-01-22,601126,200,31.8,2026-01-08,37.43,7486.0,1124.09,17.67,2.6999999999999997
2026-01-23,000559,900,19.43,2026-01-19,19.69,17721.0,228.75,1.31,2.5199999999999996
2026-01-23,000657,900,30.0,2026-01-07,44.97,40473.0,13464.9,49.86,2.34
