date,close_sh,amount_sh,amount_sz,amount_total
2013-02-28,2365.593,115918268401.0,99117759567.4,215036027968.4
2013-03-01,2359.506,111531114205.0,108726284016.1,220257398221.1
2013-03-04,2273.404,143046508680.0,130431121052.7,273477629732.7
2013-03-05,2326.306,116721195608.0,103791336577.6,220512532185.6
2013-03-06,2347.179,125364797765.0,126199021116.6,251563818881.6
2013-03-07,2324.293,126085892200.0,123162506227.6,249248398427.6
2013-03-08,2318.611,88438607018.0,85486286966.1,173924893984.1
2013-03-11,2310.593,73919947382.0,69977244366.40001,143897191748.40002
2013-03-12,2286.605,100637092926.0,94340577816.2,194977670742.2
2013-03-13,2263.968,77688955841.0,68501507837.0,146190463678.0
2013-03-14,2270.277,69218592825.0,59904141390.3,129122734215.3
2013-03-15,2278.401,101578107326.0,80855769179.8,182433876505.8
2013-03-18,2240.016,81486175707.0,69607472720.3,151093648427.3
2013-03-19,2257.434,75512072273.0,66627936373.5,142140008646.5
2013-03-20,2317.374,113974254023.0,85528933846.7,199503187869.7
2013-03-21,2324.242,104786065215.0,91576859584.7,196362924799.7
2013-03-22,2328.278,85951321520.0,78394881217.0,164346202737.0
2013-03-25,2326.715,85418622369.0,76951708584.90001,162370330953.90002
2013-03-26,2297.669,91811327564.0,77648249803.5,169459577367.5
2013-03-27,2301.259,85708419365.0,74124171513.2,159832590878.2
2013-03-28,2236.302,107593508390.0,82560581163.4,190154089553.4
2013-03-29,2236.621,73358185133.0,61103377201.9,134461562334.9
2013-04-01,2234.395,66997534038.0,64245565358.8,131243099396.8
2013-04-02,2227.74,77596667316.0,76203952452.4,153800619768.4
2013-04-03,2225.295,68801356871.0,66102812511.200005,134904169382.2
2013-04-08,2211.592,73666169988.0,71055088286.9,144721258274.9
2013-04-09,2225.775,73135035445.0,65982392763.9,139117428208.9
2013-04-10,2226.126,71090219578.0,66157496673.3,137247716251.3
2013-04-11,2219.553,62132700158.0,56510812797.5,118643512955.5
2013-04-12,2206.78,56196878022.0,54496136076.5,110693014098.5
2013-04-15,2181.942,58162177672.0,52553484875.1,110715662547.1
2013-04-16,2194.846,66955845024.0,54598026801.5,121553871825.5
2013-04-17,2193.796,59986556162.0,58652260486.8,118638816648.8
2013-04-18,2197.602,61888122713.0,62918641977.9,124806764690.9
2013-04-19,2244.643,95383012019.0,86350795651.0,181733807670.0
2013-04-22,2242.169,82244998209.0,89380149221.3,171625147430.3
2013-04-23,2184.538,82217516673.0,87800761337.2,170018278010.2
2013-04-24,2218.318,78977211750.0,91186107681.5,170163319431.5
2013-04-25,2199.307,84483236302.0,99728340908.7,184211577210.7
2013-04-26,2177.912,65251506871.0,73630242230.6,138881749101.6
2013-05-02,2174.123,59877609929.0,60808442879.600006,120686052808.6
2013-05-03,2205.497,78315703425.0,82390472922.5,160706176347.5
2013-05-06,2231.166,81625607393.0,94302964610.7,175928572003.7
2013-05-07,2235.575,79040924815.0,87101874939.09999,166142799754.09998
2013-05-08,2246.3,81390848352.0,94085678514.6,175476526866.59998
2013-05-09,2232.971,91165292599.0,108602701443.4,199767994042.4
2013-05-10,2246.831,81280141888.0,98080552263.1,179360694151.09998
2013-05-13,2241.92,79191481239.0,89938570851.6,169130052090.6
2013-05-14,2217.01,75660470722.0,87841637469.79999,163502108191.8
2013-05-15,2224.797,66658263971.0,87496136120.2,154154400091.2
2013-05-16,2251.806,102255271577.0,121151101758.7,223406373335.7
2013-05-17,2282.87,111248809084.0,119950888333.5,231199697417.5
2013-05-20,2299.986,128843530373.0,145490992616.2,274334522989.2
2013-05-21,2305.114,113025213273.0,141884162911.5,254909376184.5
2013-05-22,2302.403,115290459249.0,136656411803.1,251946871052.1
2013-05-23,2275.667,111052052962.0,121342509149.6,232394562111.6
2013-05-24,2288.533,92021526802.0,107378601621.4,199400128423.4
2013-05-27,2293.077,99920157617.0,121788342416.0,221708500033.0
2013-05-28,2321.318,120352501440.0,126627017936.7,246979519376.7
2013-05-29,2324.017,114311551701.0,117388445048.0,231699996749.0
2013-05-30,2317.749,103546766846.0,114634734938.8,218181501784.8
2013-05-31,2300.595,100703985157.0,115921176880.3,216625162037.3
2013-06-03,2299.252,91648607743.0,107405799888.1,199054407631.1
2013-06-04,2272.416,92377181551.0,104563296293.1,196940477844.1
2013-06-05,2270.931,71142676053.0,78747268945.3,149889944998.3
2013-06-06,2242.11,75261584761.0,83637561429.7,158899146190.7
2013-06-07,2210.898,81058352191.0,88928085863.1,169986438054.1
2013-06-13,2148.355,79714527238.0,81049127316.8,160763654554.8
2013-06-14,2162.041,68747761906.0,84075530316.9,152823292222.9
2013-06-17,2156.215,68440143896.0,92493961402.0,160934105298.0
2013-06-18,2159.291,63582678086.0,78413932174.09999,141996610260.09998
2013-06-19,2143.454,67080569348.0,78985675866.0,146066245214.0
2013-06-20,2084.021,68164538356.00001,77191266823.0,145355805179.0
2013-06-21,2073.095,67440066220.0,74054932540.8,141494998760.8
2013-06-24,1963.235,87969841712.0,88535478365.4,176505320077.4
2013-06-25,1959.508,104743632278.0,105235081221.9,209978713499.9
2013-06-26,1951.495,80892689202.0,98179578597.1,179072267799.1
2013-06-27,1950.013,84260408505.0,101703546974.3,185963955479.3
2013-06-28,1979.206,77513874673.0,80548288509.29999,158062163182.3
2013-07-01,1995.242,62711812201.0,77341195013.0,140053007214.0
2013-07-02,2006.56,73980843793.0,96563493754.7,170544337547.7
2013-07-03,1994.268,76682437035.0,99548055423.4,176230492458.4
2013-07-04,2006.098,82685489823.0,104227285871.6,186912775694.6
2013-07-05,2007.199,75137508120.0,92271191577.7,167408699697.7
2013-07-08,1958.273,67187833864.99999,80500290763.0,147688124628.0
2013-07-09,1965.454,52223185846.0,62733445629.5,114956631475.5
2013-07-10,2008.126,72807806791.0,83580794920.0,156388601711.0
2013-07-11,2072.991,131049067827.0,119793249520.1,250842317347.1
2013-07-12,2039.486,102972652426.0,111162389062.5,214135041488.5
2013-07-15,2059.39,88023339258.0,112147334800.0,200170674058.0
2013-07-16,2065.72,82870901045.0,112369219342.3,195240120387.3
2013-07-17,2044.922,87993978106.0,111589851363.9,199583829469.9
2013-07-18,2023.396,76618528707.0,99616724289.1,176235252996.1
2013-07-19,1992.648,87481519970.0,119013390694.2,206494910664.2
2013-07-22,2004.762,69649507412.0,94514338519.6,164163845931.6
2013-07-23,2043.876,92711261462.0,124012846926.1,216724108388.1
2013-07-24,2033.329,93700581451.0,131686301259.7,225386882710.7
2013-07-25,2021.174,86249516075.0,123368256430.5,209617772505.5
2013-07-26,2010.85,65538619606.0,93473721251.7,159012340857.7
2013-07-29,1976.306,65866980367.0,91182526679.1,157049507046.1
2013-07-30,1990.064,66157865325.0,88995313545.5,155153178870.5
2013-07-31,1993.799,59394334168.0,82802159692.59999,142196493860.59998
2013-08-01,2029.067,77395281406.0,107064318452.7,184459599858.7
2013-08-02,2029.418,78906252081.0,117226788534.3,196133040615.3
2013-08-05,2050.481,73277096081.0,101306599165.4,174583695246.4
2013-08-06,2060.5,88690559153.0,120161521502.6,208852080655.6
2013-08-07,2046.778,91260307563.0,119993646872.4,211253954435.4
2013-08-08,2044.895,71954924316.0,97636670679.1,169591594995.1
2013-08-09,2052.235,83036019695.0,105991119620.0,189027139315.0
2013-08-12,2101.283,116489710186.0,122889132045.0,239378842231.0
2013-08-13,2106.156,96430370026.0,104243779376.8,200674149402.8
2013-08-14,2100.137,95791169735.0,113000184272.8,208791354007.8
2013-08-15,2081.88,84735663149.0,102175861169.1,186911524318.1
2013-08-16,2068.452,123125127254.0,121723036911.8,244848164165.8
2013-08-19,2085.602,81501386164.0,92641738946.2,174143125110.2
2013-08-20,2072.595,89117930477.0,102594509284.7,191712439761.7
2013-08-21,2072.961,72860722876.0,95130512778.8,167991235654.8
2013-08-22,2067.124,76018374980.0,103473240174.8,179491615154.8
2013-08-23,2057.458,94571635944.0,123275432970.4,217847068914.4
2013-08-26,2096.474,99157897686.0,111994682474.4,211152580160.4
2013-08-27,2103.567,104591620277.0,109902981233.6,214494601510.6
2013-08-28,2101.301,132239100468.0,128253627785.2,260492728253.2
2013-08-29,2097.227,105259324003.0,104047389173.1,209306713176.1
2013-08-30,2098.382,132055680824.0,125667309521.1,257722990345.1
2013-09-02,2098.448,121084660314.0,95280436926.6,216365097240.6
2013-09-03,2123.112,112421234241.0,103195724985.5,215616959226.5
2013-09-04,2127.618,116457424329.0,105855602401.6,222313026730.6
2013-09-05,2122.43,105776493159.0,107612369491.2,213388862650.2
2013-09-06,2139.993,119152339949.0,104024524505.7,223176864454.7
2013-09-09,2212.516,178881745254.0,131906029932.7,310787775186.7
2013-09-10,2237.984,191083879038.0,134492525311.1,325576404349.1
2013-09-11,2241.268,195427637455.0,148537151368.2,343964788823.2
2013-09-12,2255.605,167300577632.0,110977263010.2,278277840642.2
2013-09-13,2236.217,140600125813.0,105609258476.2,246209384289.2
2013-09-16,2231.401,133580632777.0,108347952831.7,241928585608.7
2013-09-17,2185.56,132460428878.0,105208151195.3,237668580073.3
2013-09-18,2191.851,101333088776.0,90808245560.0,192141334336.0
2013-09-23,2221.044,121468259676.0,115092739137.1,236560998813.1
2013-09-24,2207.531,143330958110.0,129509655208.7,272840613318.7
2013-09-25,2198.515,143779983393.0,128247840676.0,272027824069.0
2013-09-26,2155.809,125680363387.0,115746205535.0,241426568922.0
2013-09-27,2160.027,97811678182.0,96202370016.5,194014048198.5
2013-09-30,2174.665,88982759154.0,90127855316.7,179110614470.7
2013-10-08,2198.199,114992017832.0,122187343327.7,237179361159.7
2013-10-09,2211.769,117966138817.0,127462549384.5,245428688201.5
2013-10-10,2190.929,136575144087.00002,142488576621.9,279063720708.9
2013-10-11,2228.146,142271932986.0,136234272839.8,278506205825.8
2013-10-14,2237.773,151626936770.0,148024807551.09998,299651744321.1
2013-10-15,2233.412,138541635496.0,146734685303.7,285276320799.7
2013-10-16,2193.074,138165496489.0,138140354699.0,276305851188.0
2013-10-17,2188.542,113138850979.0,122315225502.3,235454076481.3
2013-10-18,2193.78,90814173242.0,102704898136.1,193519071378.1
2013-10-21,2229.237,123936339046.0,137965556504.0,261901895550.0
2013-10-22,2210.652,134994866708.99998,159017773896.1,294012640605.1
2013-10-23,2183.107,125789855034.0,137160054412.99998,262949909447.0
2013-10-24,2164.322,90001867021.0,94708965707.4,184710832728.4
2013-10-25,2132.955,99671699060.0,108626501964.9,208298201024.9
2013-10-28,2133.869,77889328547.0,90162654947.9,168051983494.9
2013-10-29,2128.864,117347750184.0,127027205165.2,244374955349.2
2013-10-30,2160.463,95233751781.0,97686047393.2,192919799174.2
2013-10-31,2141.614,88638835793.0,95103302121.7,183742137914.7
2013-11-01,2149.562,76271865039.0,79309464571.40001,155581329610.40002
2013-11-04,2149.634,66305997105.0,72190290514.9,138496287619.9
2013-11-05,2157.24,77963321579.0,86284279644.09999,164247601223.09998
2013-11-06,2139.607,86547130819.0,99046645149.8,185593775968.8
2013-11-07,2129.4,70177472947.0,79244843371.09999,149422316318.09998
2013-11-08,2106.127,70325214666.0,74126627524.4,144451842190.4
2013-11-11,2109.471,59934058729.0,65171495894.2,125105554623.2
2013-11-12,2126.772,67951266386.00001,76049232782.6,144000499168.6
2013-11-13,2087.941,73376066494.0,75535926039.29999,148911992533.3
2013-11-14,2100.506,72089883154.0,85139174509.90001,157229057663.90002
2013-11-15,2135.827,113364460531.0,115773618739.6,229138079270.6
2013-11-18,2197.219,143246233995.0,125501055907.9,268747289902.9
2013-11-19,2193.125,115941880393.0,115448752950.9,231390633343.9
2013-11-20,2206.613,104820413196.0,107088899633.8,211909312829.8
2013-11-21,2205.766,120005002487.0,119152226543.6,239157229030.6
2013-11-22,2196.378,102450200950.0,104945389294.8,207395590244.8
2013-11-25,2186.115,96747311934.0,101789147988.2,198536459922.2
2013-11-26,2183.073,84536640855.0,101845001080.3,186381641935.3
2013-11-27,2201.07,102163491519.0,118744607405.0,220908098924.0
2013-11-28,2219.372,119645440104.0,129921177088.2,249566617192.2
2013-11-29,2220.504,97834025505.0,130077480765.7,227911506270.7
2013-12-02,2207.371,151936160363.0,152633760967.9,304569921330.9
2013-12-03,2222.67,100776657089.0,111658734592.7,212435391681.7
2013-12-04,2251.762,135497944375.0,133099560883.4,268597505258.4
2013-12-05,2247.063,105837303362.0,115625326918.3,221462630280.3
2013-12-06,2237.108,92254759114.0,95455243352.2,187710002466.2
2013-12-09,2238.2,84432480333.0,96653842657.4,181086322990.4
2013-12-10,2237.492,95556296184.0,101841988676.3,197398284860.3
2013-12-11,2204.166,94389298201.0,94275893202.6,188665191403.6
2013-12-12,2202.796,76003328922.0,91796035763.9,167799364685.9
2013-12-13,2196.075,72637502087.0,91012677725.0,163650179812.0
2013-12-16,2160.861,86422957339.0,100995225571.5,187418182910.5
2013-12-17,2151.079,66921600555.0,82812338556.9,149733939111.9
2013-12-18,2148.285,55420595199.0,73481695211.0,128902290410.0
2013-12-19,2127.792,61496944001.0,76869358528.3,138366302529.3
2013-12-20,2084.794,72198200223.0,78667876822.9,150866077045.9
2013-12-23,2089.707,58435623902.0,71571488473.90001,130007112375.9
2013-12-24,2092.905,61697067271.0,77386779536.5,139083846807.5
2013-12-25,2106.354,58136846617.0,86724303486.5,144861150103.5
2013-12-26,2073.099,66767122191.0,94131472368.2,160898594559.2
2013-12-27,2101.251,66394444690.0,93630042179.5,160024486869.5
2013-12-30,2097.529,63038943336.0,95830219009.9,158869162345.90002
2013-12-31,2115.978,71456281495.0,90229075383.2,161685356878.2
2014-01-02,2109.387,61921354651.0,95994236324.6,157915590975.59998
2014-01-03,2083.136,72372229162.0,110628925090.5,183001154252.5
2014-01-06,2045.709,72895394974.0,105665823491.6,178561218465.6
2014-01-07,2047.317,54638641623.0,84888201487.7,139526843110.7
2014-01-08,2044.34,62941429756.0,110955649659.6,173897079415.6
2014-01-09,2027.622,67605664107.99999,112487470133.2,180093134241.2
2014-01-10,2013.298,61044553200.0,86053514847.29999,147098068047.3
2014-01-13,2009.564,55616750648.0,79345084237.1,134961834885.1
2014-01-14,2026.842,56687625248.0,88193263590.20001,144880888838.2
2014-01-15,2023.348,57740358255.0,96034639324.4,153774997579.4
2014-01-16,2023.701,62829760799.0,98213296743.8,161043057542.8
2014-01-17,2004.949,57039564098.0,86511835969.6,143551400067.6
2014-01-20,1991.253,48298781024.0,86363302869.20001,134662083893.2
2014-01-21,2008.313,52017917403.0,95444337545.3,147462254948.3
2014-01-22,2051.749,84126659381.0,129110439372.2,213237098753.2
2014-01-23,2042.18,76083326567.0,133613446533.4,209696773100.4
2014-01-24,2054.392,82346176543.0,142489249659.0,224835426202.0
2014-01-27,2033.3,81914219452.0,135727294751.2,217641514203.2
2014-01-28,2038.513,65751604445.0,109588601543.1,175340205988.1
2014-01-29,2049.914,67694123639.0,111253314158.7,178947437797.7
2014-01-30,2033.083,58264498308.0,98437779159.0,156702277467.0
2014-02-07,2044.497,67829921866.0,112603288498.2,180433210364.2
2014-02-10,2086.067,112722921002.0,175051222750.09998,287774143752.1
2014-02-11,2103.671,125266774385.0,181512180839.5,306778955224.5
2014-02-12,2109.955,110804071445.0,167340077400.3,278144148845.3
2014-02-13,2098.401,124377063737.0,175834302402.59998,300211366139.6
2014-02-14,2115.848,97399672623.0,146408646622.90002,243808319245.9
2014-02-17,2135.415,126213748935.0,181841985397.0,308055734332.0
2014-02-18,2119.066,129786966518.0,186401731334.2,316188697852.19995
2014-02-19,2142.554,127818451163.0,174520568050.5,302339019213.5
2014-02-20,2138.782,130938438484.0,164903590459.1,295842028943.1
2014-02-21,2113.693,99514289373.0,131333869195.7,230848158568.7
2014-02-24,2076.686,107202449712.0,147329563599.2,254532013311.2
2014-02-25,2034.219,127823834204.0,203143645274.0,330967479478.0
2014-02-26,2041.254,96117707808.0,140839270499.6,236956978307.6
2014-02-27,2047.354,112875752328.0,158858204880.2,271733957208.2
2014-02-28,2056.302,95684072094.0,132510543890.9,228194615984.9
2014-03-03,2075.235,104980599523.0,134659982861.3,239640582384.3
2014-03-04,2071.473,101116311340.0,138567048335.7,239683359675.7
2014-03-05,2053.084,91623332621.0,126748013616.9,218371346237.9
2014-03-06,2059.578,92561446561.0,127235947946.7,219797394507.7
2014-03-07,2057.908,89332133920.0,125183911265.2,214516045185.2
2014-03-10,1999.065,95032992605.0,122493755014.4,217526747619.4
2014-03-11,2001.157,76870326506.0,103269464564.7,180139791070.7
2014-03-12,1997.692,79293072715.0,105717273620.6,185010346335.6
2014-03-13,2019.111,77979057254.0,93755600697.7,171734657951.7
2014-03-14,2004.339,69925888157.0,89804237898.7,159730126055.7
2014-03-17,2023.673,72017781997.0,101298810296.6,173316592293.6
2014-03-18,2025.196,83580456683.0,117073429960.3,200653886643.3
2014-03-19,2021.734,79473241174.0,111542117134.3,191015358308.3
2014-03-20,1993.479,88630977588.0,118693848432.3,207324826020.3
2014-03-21,2047.619,109438064673.0,116279000374.1,225717065047.1
2014-03-24,2066.279,110244496617.0,114558078373.0,224802574990.0
2014-03-25,2067.311,100173660038.0,105463145016.8,205636805054.8
2014-03-26,2063.67,80463446277.0,96268188300.9,176731634577.9
2014-03-27,2046.588,94996460806.0,105799416084.5,200795876890.5
2014-03-28,2041.712,94221958284.0,108765234822.6,202987193106.6
2014-03-31,2033.306,71573688750.0,76410040728.1,147983729478.1
2014-04-01,2047.46,64512636953.0,73520210451.0,138032847404.0
2014-04-02,2058.988,77940636053.0,85962492533.9,163903128586.9
2014-04-03,2043.702,79480900734.0,85450676660.0,164931577394.0
2014-04-04,2058.831,66368648237.0,78156915568.20001,144525563805.2
2014-04-08,2098.284,107966361324.0,94351233871.8,202317595195.8
2014-04-09,2105.237,87366776078.0,100850812836.2,188217588914.2
2014-04-10,2134.3,129842345861.0,120758711383.1,250601057244.1
2014-04-11,2130.542,111636809840.0,99422024495.6,211058834335.6
2014-04-14,2131.539,86591714588.0,92002902588.4,178594617176.40002
2014-04-15,2101.601,91135360828.0,97226743688.7,188362104516.7
2014-04-16,2105.122,75099477740.0,82875527651.6,157975005391.6
2014-04-17,2098.885,74257033528.0,83025151671.7,157282185199.7
2014-04-18,2097.748,72555982418.0,76151078882.5,148707061300.5
2014-04-21,2065.826,81654552342.0,92285873980.8,173940426322.8
2014-04-22,2072.831,82468105678.0,91581208017.5,174049313695.5
2014-04-23,2067.382,66156169573.0,73194667301.1,139350836874.1
2014-04-24,2057.033,64407532370.0,76806789708.4,141214322078.4
2014-04-25,2036.519,74155877478.0,81056691168.2,155212568646.2
2014-04-28,2003.487,68541492566.0,82243451807.3,150784944373.3
2014-04-29,2020.341,56776480980.0,64655028020.7,121431509000.7
2014-04-30,2026.358,57677357948.0,60257236404.3,117934594352.3
2014-05-05,2027.353,60093487736.0,64636198457.5,124729686193.5
2014-05-06,2028.038,57548110850.0,79542265616.79999,137090376466.8
2014-05-07,2010.083,57558051925.0,74146000485.3,131704052410.3
2014-05-08,2015.274,59529365546.0,69768410376.5,129297775922.5
2014-05-09,2011.135,57505383717.0,68819070690.0,126324454407.0
2014-05-12,2052.871,88097002894.0,85356249352.9,173453252246.9
2014-05-13,2050.728,73741718051.0,78157779602.1,151899497653.1
2014-05-14,2047.91,56455292293.0,67621350047.5,124076642340.5
2014-05-15,2024.974,59773445331.0,75443395684.0,135216841015.0
2014-05-16,2026.504,51625885302.0,66298843189.3,117924728491.3
2014-05-19,2005.183,52975245931.0,58365743108.4,111340989039.4
2014-05-20,2008.119,49549015106.0,68214554767.4,117763569873.4
2014-05-21,2024.951,48415094175.0,63100422354.0,111515516529.0
2014-05-22,2021.285,59501663401.0,81570472750.40001,141072136151.40002
2014-05-23,2034.569,51464939986.0,74996390000.5,126461329986.5
2014-05-26,2041.476,59840433362.0,92790268548.1,152630701910.09998
2014-05-27,2034.565,55920518535.0,81728537796.5,137649056331.5
2014-05-28,2050.228,68602224952.00001,100667868733.3,169270093685.30002
2014-05-29,2040.595,69472513686.0,99012177650.1,168484691336.09998
2014-05-30,2039.212,62353642382.0,86212155152.5,148565797534.5
2014-06-03,2038.305,59296437014.0,79922759109.7,139219196123.7
2014-06-04,2024.834,57467546430.0,78925419170.4,136392965600.4
2014-06-05,2040.878,56376142155.0,81759540112.8,138135682267.8
2014-06-06,2029.956,55124242502.0,86017749815.2,141141992317.2
2014-06-09,2030.502,55139842258.0,78136201475.79999,133276043733.8
2014-06-10,2052.532,65406104835.0,92402450315.6,157808555150.59998
2014-06-11,2054.948,63177390287.0,96990422672.4,160167812959.4
2014-06-12,2051.713,69306421819.0,94733448159.4,164039869978.4
2014-06-13,2070.715,82546974059.0,110855927436.0,193402901495.0
2014-06-16,2085.983,79953076117.0,114351114145.2,194304190262.2
2014-06-17,2066.698,70923265343.0,105372374626.8,176295639969.8
2014-06-18,2055.519,70472931939.0,96521125941.5,166994057880.5
2014-06-19,2023.735,74628946056.0,99490829528.9,174119775584.9
2014-06-20,2026.674,53224269342.0,71794465652.70001,125018734994.7
2014-06-23,2024.365,57772730103.0,84971790556.79999,142744520659.8
2014-06-24,2033.931,61684910986.0,87419370400.3,149104281386.3
2014-06-25,2025.502,55989137975.0,84267886463.7,140257024438.7
2014-06-26,2038.677,66534274736.0,109588987159.6,176123261895.6
2014-06-27,2036.51,76710586646.0,119480421277.8,196191007923.8
2014-06-30,2048.327,80011169570.0,123125335535.0,203136505105.0
2014-07-01,2050.381,83499762384.0,125158883753.3,208658646137.3
2014-07-02,2059.418,89304983545.0,130097479992.7,219402463537.7
2014-07-03,2063.229,96182469062.0,138664267614.69998,234846736676.7
2014-07-04,2059.375,83596436667.0,128566685878.4,212163122545.4
2014-07-07,2059.927,81471314663.0,121341802477.3,202813117140.3
2014-07-08,2064.021,81584449261.0,127076777155.6,208661226416.6
2014-07-09,2038.612,97183492310.0,147327861548.7,244511353858.7
2014-07-10,2038.342,84748630822.0,120662622282.3,205411253104.3
2014-07-11,2046.961,86253717656.0,119979956261.7,206233673917.7
2014-07-14,2066.646,96357013657.0,136851115296.5,233208128953.5
2014-07-15,2070.357,102893914470.0,144806640958.7,247700555428.7
2014-07-16,2067.276,102029806233.0,123682608991.8,225712415224.8
2014-07-17,2055.591,79106281032.0,97197947485.6,176304228517.59998
2014-07-18,2059.067,82510264416.0,95046247726.8,177556512142.8
2014-07-21,2054.479,75706180211.0,94177207339.2,169883387550.2
2014-07-22,2075.481,98702436643.0,110547862008.2,209250298651.2
2014-07-23,2078.489,106702129235.0,119695938957.9,226398068192.9
2014-07-24,2105.062,128677982604.0,126498218145.6,255176200749.6
2014-07-25,2126.614,111411572985.0,106480530266.8,217892103251.8
2014-07-28,2177.948,180414429611.0,149692951221.5,330107380832.5
2014-07-29,2183.192,159282497674.0,157227797924.2,316510295598.2
2014-07-30,2181.243,149566550479.0,152502628708.1,302069179187.1
2014-07-31,2201.562,132438451526.0,142407634865.7,274846086391.7
2014-08-01,2185.303,151884026694.0,160957707955.6,312841734649.6
2014-08-04,2223.331,140088823113.0,138345298494.5,278434121607.5
2014-08-05,2219.945,141474534802.0,156799882915.5,298274417717.5
2014-08-06,2217.465,140362855726.0,151536204528.3,291899060254.3
2014-08-07,2187.669,137306468553.99998,149775500385.5,287081968939.5
2014-08-08,2194.425,109728992060.0,129892708051.7,239621700111.7
2014-08-11,2224.654,126096838922.0,149161446533.5,275258285455.5
2014-08-12,2221.595,132393972973.0,155680176555.2,288074149528.2
2014-08-13,2222.877,146490786502.0,162789932332.8,309280718834.8
2014-08-14,2206.466,141706657539.0,162556715770.90002,304263373309.9
2014-08-15,2226.734,129406906433.0,155100124258.8,284507030691.8
2014-08-18,2239.466,141492842935.0,180149513577.2,321642356512.19995
2014-08-19,2245.33,155445477469.0,201472095227.9,356917572696.9
2014-08-20,2240.211,139628054173.0,178818674602.9,318446728775.9
2014-08-21,2230.458,140879627721.0,171272196855.8,312151824576.8
2014-08-22,2240.812,140353020934.0,170428593376.19998,310781614310.19995
2014-08-25,2229.274,134450234509.99998,163448252923.9,297898487433.9
2014-08-26,2207.106,134123068194.0,160445341646.69998,294568409840.69995
2014-08-27,2209.465,104090409512.0,128411099909.4,232501509421.4
2014-08-28,2195.818,109266624772.0,127475950436.0,236742575208.0
2014-08-29,2217.2,93043872850.0,107569182249.0,200613055099.0
2014-09-01,2235.511,117215899895.0,142316279063.1,259532178958.1
2014-09-02,2266.046,170931776839.0,191994067081.3,362925843920.3
2014-09-03,2288.627,187558381475.0,210919400413.0,398477781888.0
2014-09-04,2306.862,179385894224.0,212869016961.6,392254911185.6
2014-09-05,2326.432,185839820854.0,204840431881.7,390680252735.7
2014-09-09,2326.527,172908499146.0,197222239449.3,370130738595.3
2014-09-10,2318.305,163454522872.0,196591743507.8,360046266379.80005
2014-09-11,2311.679,197232656997.0,234172365066.3,431405022063.3001
2014-09-12,2331.95,162102898337.0,184589166354.3,346692064691.3
2014-09-15,2339.14,185393630086.0,219483396281.3,404877026367.3001
2014-09-16,2296.555,237659243986.0,257379809335.1,495039053321.1
2014-09-17,2307.893,159121789572.0,176698866031.1,335820655603.1
2014-09-18,2315.928,144518521039.0,156743184200.0,301261705239.0
2014-09-19,2329.451,144345453358.0,159096845406.9,303442298764.9
2014-09-22,2289.866,147841746377.0,169424174042.3,317265920419.3
2014-09-23,2309.718,135396857174.0,161970174948.0,297367032122.0
2014-09-24,2343.575,185690667976.0,199238317595.9,384928985571.9
2014-09-25,2345.103,189260377942.0,215777662323.6,405038040265.6
2014-09-26,2347.718,148220808326.0,174101390915.5,322322199241.5
2014-09-29,2357.711,171130878152.0,200319174996.2,371450053148.2
2014-09-30,2363.87,166933430197.0,180873200524.2,347806630721.19995
2014-10-08,2382.794,180337576241.0,207104199962.3,387441776203.3
2014-10-09,2389.371,200271758742.0,246571146437.5,446842905179.5
2014-10-10,2374.54,192248234095.0,224722641258.9,416970875353.9
2014-10-13,2366.009,175425070607.0,202440713477.9,377865784084.9
2014-10-14,2359.475,170160085096.0,198282438779.9,368442523875.9
2014-10-15,2373.67,171766747014.0,193168894422.5,364935641436.5
2014-10-16,2356.499,203805884862.0,207706185007.6,411512069869.6
2014-10-17,2341.184,179433162591.0,198071605685.8,377504768276.8
2014-10-20,2356.728,141820259831.0,159895224819.1,301715484650.1
2014-10-21,2339.657,146786313155.0,160850927550.6,307637240705.6
2014-10-22,2326.553,138524537529.0,151097401265.4,289621938794.4
2014-10-23,2302.418,140596503776.0,152344493222.5,292940996998.5
2014-10-24,2302.28,114330696149.0,121264631677.8,235595327826.8
2014-10-27,2290.437,113379981592.0,125463716279.0,238843697871.0
2014-10-28,2337.871,158147958704.0,171281369678.6,329429328382.6
2014-10-29,2373.03,225067075637.0,226696102361.6,451763177998.6
2014-10-30,2391.076,226611178101.0,206557925802.8,433169103903.8
2014-10-31,2420.178,249915443128.0,203380979234.8,453296422362.8001
2014-11-03,2430.032,227196589983.0,195235250323.6,422431840306.6
2014-11-04,2430.677,226503880876.0,199311467224.3,425815348100.3
2014-11-05,2419.254,201859409074.0,178159312325.0,380018721399.0
2014-11-06,2425.864,179644372908.0,175362346938.69998,355006719846.69995
2014-11-07,2418.171,244157568362.0,222516769452.0,466674337814.0
2014-11-10,2473.673,245233684265.0,190538325185.6,435772009450.6
2014-11-11,2469.673,331257388545.0,243471118270.1,574728506815.1
2014-11-12,2494.476,215738617221.0,159346767942.4,375085385163.4
2014-11-13,2485.606,258311915771.0,193250853584.5,451562769355.5
2014-11-14,2478.824,191924993741.0,147219629455.19998,339144623196.19995
2014-11-17,2474.009,199264903886.0,150836572948.90002,350101476834.9
2014-11-18,2456.366,174659491329.0,140356269146.0,315015760475.0
2014-11-19,2450.986,167069370560.0,155539584308.5,322608954868.5
2014-11-20,2452.66,150799911527.0,140840245640.6,291640157167.6
2014-11-21,2486.791,197809793269.0,167803739794.3,365613533063.3
